Event,Date,Country,Rank,Name,Team,Lap1,Lap2,Lap3,Lap4,Lap5,Lap6,Lap7,Lap8,lap9,Time,Gap,Points
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,14,AERTS Toon,DESCHACHT- HENS-FSP,7:08,7:09,7:06,7:09,7:17,7:12,7:04,7:01,,57:17,+46,12
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,15,WYSEURE Joran,CRELAN-CORENDON,7:15,7:10,7:12,7:07,7:08,7:08,7:05,7:03,,57:20,+49,11
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,16,VANDEBOSCH Toon,CRELAN-CORENDON,7:14,7:08,7:06,7:05,7:06,7:08,7:07,7:19,,57:26,+55,10
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,17,GROSLAMBERT Martin,,7:24,7:04,7:05,7:08,7:05,7:11,7:11,7:09,,57:32,+1:01,9
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,18,BERTOLINI Gioele,FAS AIRPORT SERVICES - GUERCIOTTI,7:22,7:07,7:06,7:07,7:06,7:14,7:08,7:15,,57:37,+1:06,8
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,19,MEIN Thomas,HOPE FACTORY RACING,7:21,7:06,7:04,7:09,7:06,7:18,7:07,7:21,,57:44,+1:13,7
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,20,HENDRIKX Mees,HEIZOMAT RADTEAM P/B HERRMANN,7:11,7:11,7:11,7:07,7:08,7:14,7:10,7:30,,57:54,+1:23,6
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,21,SWEECK Laurens,CRELAN-CORENDON,7:17,7:09,7:02,7:05,7:06,7:00,7:04,8:01,,57:55,+1:24,5
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,22,RONHAAR Pim,BALOISE GLOWI LIONS,7:12,7:07,7:02,6:58,7:02,7:15,7:48,7:19,,57:56,+1:25,5
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,23,MASON Cameron,SEVEN RACING,7:51,7:05,7:13,7:08,7:07,7:04,7:08,7:07,,57:57,+1:26,4
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,24,KAMP Ryan,,7:17,7:09,7:07,7:11,7:08,7:09,7:42,7:15,,58:10,+1:39,3
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,25,MEEUSSEN Witse,CRELAN-CORENDON,7:14,7:13,7:05,7:06,7:43,7:16,7:16,7:09,,58:14,+1:43,2
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,26,VAN KESSEL Corne,DESCHACHT- HENS-FSP,7:11,7:09,7:13,7:30,7:15,7:19,7:15,7:16,,58:21,+1:50,1
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,27,BOROŠ Michael,ELKOV - KASPER,7:13,7:13,7:10,7:19,7:22,7:18,7:17,7:18,,58:23,+1:52,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,28,INGUANZO MACHO Gonzalo,,7:21,7:09,7:13,7:18,7:16,7:18,7:20,7:19,,58:27,+1:56,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,29,JUNQUERA SAN MILLAN Mario,UNICAJA - GIJON,7:23,7:10,7:13,7:14,7:19,7:21,7:20,7:44,,58:57,+2:26,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,30,BRUNNER Eric,COMPETITIVE EDGE RACING,7:20,7:12,7:18,7:26,7:28,7:28,7:22,7:33,,59:20,+2:49,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,31,STROHMEYER Andrew,CXD TREK BIKES,7:23,7:17,7:21,7:34,7:17,7:19,7:30,7:46,,59:38,+3:07,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,32,ROUILLER Loris,HEIZOMAT RADTEAM P/B HERRMANN,7:12,7:27,7:26,7:21,7:25,7:29,7:33,7:40,,59:46,+3:15,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,33,GILLES Cyprien,TEAM GUEVEL ROADBORN,7:28,7:11,7:19,7:25,7:28,7:34,7:47,7:30,,59:56,+3:25,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,34,CEOLIN Federico,,7:26,7:17,7:22,7:25,7:27,7:33,7:42,7:35,,1:00:00,+3:29,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,35,SUAREZ FERNANDEZ Kevin,NESTA - MMR CYCLING TEAM,7:17,7:27,7:25,7:32,7:34,7:33,7:33,7:34,,1:00:08,+3:37,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,36,WHITE Curtis,,7:35,7:22,7:35,7:37,7:35,7:23,7:34,7:31,,1:00:25,+3:54,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,37,VAN KEMPEN Jules,,7:39,7:27,7:29,7:33,7:35,7:31,7:29,7:33,,1:00:29,+3:58,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,38,ODA Hijiri,,7:23,7:33,7:36,7:36,7:35,7:30,7:30,7:35,,1:00:31,+4:00,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,39,OVIN VICTORERO David,,7:40,7:27,7:29,7:33,7:35,7:35,7:33,7:31,,1:00:36,+4:05,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,40,GABRIEL Timothé,,7:38,7:28,7:30,7:33,7:34,7:37,7:31,7:36,,1:00:39,+4:08,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,41,HERRMANN Lukas,HEIZOMAT RADTEAM P/B HERRMANN,7:37,7:24,7:31,7:36,7:35,7:34,7:35,7:35,,1:00:40,+4:09,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,42,HARTER Luca,,7:30,7:29,7:36,7:36,7:35,7:39,7:42,7:45,,1:01:06,+4:35,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,43,SANCHEZ ALDEGUER Manuel,,7:39,7:28,7:34,7:30,7:41,7:56,7:56,8:09,,1:02:07,+5:36,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,44,SCOTT Cody,COMPETITIVE EDGE RACING,7:34,7:33,7:49,7:57,7:55,7:53,7:52,7:59,,1:02:45,+6:14,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,45,GOMEZ ELORRIAGA Iñigo,,7:40,7:39,7:59,7:52,7:57,7:55,,,,54:20,+5:21,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,46,OBERTEICHER Matteo,PETER PANE NAGEL CX TEAM,7:49,7:47,7:58,7:57,8:06,8:02,,,,54:56,+5:57,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,47,SPADONI Gabriele,,8:02,8:05,8:08,8:03,8:08,,,,,47:55,+6:01,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,48,DIEZ ARRIOLA Jose Antonio,,7:52,7:51,8:01,8:05,8:16,,,,,48:02,+6:08,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,49,ZECCHINI Simone,,8:03,8:10,8:34,8:06,,,,,,40:26,+5:42,0
UCI Cyclo-Cross World Cup #10 - Benidorm,19 Janvier 2025,ESP,50,KAJI Tetsuki,OLANDA BASE/WATERSLEY,8:29,8:37,8:24,,,,,,,33:16,+5:36,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,1,VAN DER POEL Mathieu,ALPECIN-DECEUNINCK,7:59,8:15,8:12,8:13,8:20,8:23,8:26,,,57:51,,40
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,2,VAN AERT Wout,TEAM VISMA | LEASE A BIKE,8:06,8:28,8:30,8:23,8:23,8:37,8:35,,,59:05,+1:14,30
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,3,NIEUWENHUIS Joris,RIDLEY RACING TEAM,7:59,8:38,8:36,8:37,8:36,8:35,8:39,,,59:44,+1:53,25
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,4,WYSEURE Joran,CRELAN-CORENDON,8:06,8:32,8:38,8:37,8:37,8:38,8:46,,,59:56,+2:05,22
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,5,AERTS Toon,DESCHACHT- HENS-FSP,8:08,8:34,8:37,8:38,8:49,8:43,8:36,,,1:00:07,+2:16,21
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,6,VANTHOURENHOUT Michael,PAUWELS SAUZEN - CIBEL CLEMENTINES,8:02,8:36,8:42,8:38,8:49,8:42,9:15,,,1:00:45,+2:54,20
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,7,VAN DER HAAR Lars,BALOISE GLOWI LIONS,8:05,8:35,8:41,8:47,8:41,8:37,9:33,,,1:01:03,+3:12,19
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,8,SWEECK Laurens,CRELAN-CORENDON,8:09,8:36,8:37,8:38,8:50,9:15,9:08,,,1:01:15,+3:24,18
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,9,KUHN Kevin,CHARLES LIÉGEOIS ROASTERY CX,8:12,8:51,8:56,8:57,8:53,8:52,8:43,,,1:01:27,+3:36,17
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,10,MEIN Thomas,HOPE FACTORY RACING,8:16,8:50,8:56,8:57,8:52,8:53,8:41,,,1:01:28,+3:37,16
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,11,VERSTRYNGE Emiel,CRELAN-CORENDON,8:05,9:20,8:40,8:50,8:53,8:45,8:50,,,1:01:28,+3:37,15
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,12,MASON Cameron,SEVEN RACING,8:28,8:46,8:49,8:59,9:03,8:40,8:43,,,1:01:31,+3:40,14
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,13,HENDRIKX Mees,HEIZOMAT RADTEAM P/B HERRMANN,8:16,8:49,8:55,8:58,8:52,8:51,9:01,,,1:01:46,+3:55,13
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,14,VAN DE PUTTE Victor,DESCHACHT- HENS-FSP,8:27,8:52,8:49,8:54,8:56,8:55,9:04,,,1:02:00,+4:09,12
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,15,ORTS LLORET Felipe,RIDLEY RACING TEAM,8:07,9:19,8:41,8:50,8:57,9:05,9:01,,,1:02:04,+4:13,11
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,16,MEISEN Marcel,,8:36,8:49,8:54,8:50,9:04,9:05,8:46,,,1:02:07,+4:16,10
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,17,ADAMS Jens,,8:29,8:47,8:46,8:58,9:04,9:24,8:55,,,1:02:27,+4:36,9
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,18,ISERBYT Eli,PAUWELS SAUZEN - CIBEL CLEMENTINES,8:45,9:05,8:57,8:57,9:01,8:51,9:00,,,1:02:39,+4:48,8
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,19,BOROŠ Michael,ELKOV - KASPER,8:28,8:50,8:47,9:22,9:13,8:58,9:04,,,1:02:45,+4:54,7
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,20,VENTURINI Clement,ARKEA-B&B HOTELS,8:24,8:53,9:11,9:07,9:06,9:06,9:13,,,1:03:02,+5:11,6
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,21,KAMP Ryan,,8:46,8:48,9:35,8:55,8:56,8:56,9:17,,,1:03:15,+5:24,5
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,22,BOMMENEL Nathan,AS BIKE RACING,8:59,9:09,9:01,9:02,9:02,9:06,9:00,,,1:03:22,+5:31,4
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,23,HAVERDINGS David,BALOISE GLOWI LIONS,9:03,9:12,9:07,9:04,9:05,8:57,8:53,,,1:03:25,+5:34,3
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,24,GROSLAMBERT Martin,,8:53,8:53,8:57,9:03,9:08,9:16,9:16,,,1:03:30,+5:39,2
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,25,BERTOLINI Gioele,FAS AIRPORT SERVICES - GUERCIOTTI,8:33,8:58,9:03,9:10,9:21,9:27,9:13,,,1:03:48,+5:57,1
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,26,FUNSTON Scott,,8:34,8:59,9:13,9:15,9:15,9:19,9:22,,,1:04:01,+6:10,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,27,KONWA Marek,,8:33,9:01,9:13,9:08,9:14,9:26,9:28,,,1:04:06,+6:15,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,28,FERDINANDE Anton,,9:10,9:16,9:09,9:01,9:12,9:12,9:18,,,1:04:21,+6:30,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,29,SUAREZ FERNANDEZ Kevin,NESTA - MMR CYCLING TEAM,8:53,9:17,9:17,9:13,9:19,9:32,9:17,,,1:04:50,+6:59,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,30,JEŽEK Václav,BRILON RACING TEAM MB,8:52,9:18,9:18,9:15,9:20,9:26,9:29,,,1:05:02,+7:11,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,31,KERL Maximilian,,8:47,9:33,9:17,9:15,9:20,9:23,9:35,,,1:05:14,+7:23,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,32,VAS Barnabás,,8:44,9:25,9:19,9:15,9:44,9:30,9:20,,,1:05:20,+7:29,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,33,VAN LIEROP Danny,,9:21,9:33,9:18,9:11,9:19,9:17,9:17,,,1:05:20,+7:29,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,34,JUNQUERA SAN MILLAN Mario,UNICAJA - GIJON,8:46,9:16,9:24,9:21,9:35,9:31,9:25,,,1:05:21,+7:30,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,35,BRUNNER Eric,COMPETITIVE EDGE RACING,9:12,9:26,9:23,9:22,9:19,9:24,9:17,,,1:05:26,+7:35,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,36,VAN KESSEL Corne,DESCHACHT- HENS-FSP,8:58,9:01,9:11,9:23,9:40,9:38,9:42,,,1:05:38,+7:47,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,37,TAKÁCS Zsombor,,9:04,9:24,9:21,9:30,9:28,9:28,9:33,,,1:05:51,+8:00,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,38,JOT Matéo,,8:59,9:16,9:20,9:18,9:38,9:39,9:50,,,1:06:03,+8:12,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,39,GILLES Cyprien,TEAM GUEVEL ROADBORN,8:54,9:28,9:26,9:30,9:27,9:36,10:16,,,1:06:39,+8:48,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,40,DEGENKOLB Hannes,HEIZOMAT RADTEAM P/B HERRMANN,9:03,9:21,9:36,9:17,9:28,9:53,10:26,,,1:07:07,+9:16,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,41,BARD Nicolas,,9:00,9:23,9:24,9:35,,,,,,46:41,+5:59,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,42,ANANIE Ugo,,9:19,9:19,9:37,9:30,,,,,,46:42,+6:00,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,43,WHITE Curtis,,9:11,9:43,9:21,9:23,,,,,,46:47,+6:05,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,44,ZAKRAJSEK Dylan,COMPETITIVE EDGE RACING,9:28,9:21,9:24,9:26,,,,,,46:56,+6:14,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,45,VAN KEMPEN Jules,,8:59,9:33,9:38,9:37,,,,,,46:57,+6:15,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,46,DE BRAUWERE Sil,PAUWELS SAUZEN - CIBEL CLEMENTINES,9:51,9:25,9:19,9:25,,,,,,47:00,+6:18,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,47,MENUT David,AS BIKE RACING,8:57,9:16,9:37,9:22,,,,,,47:13,+6:31,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,48,JANOUT Jan,,9:04,9:39,9:37,9:35,,,,,,47:17,+6:35,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,49,KUSCHLA Silas,,9:30,9:42,9:33,9:31,,,,,,47:23,+6:41,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,50,CORRES IBAÑEZ DE OPAKUA Gorka,,9:25,9:28,9:35,9:33,,,,,,47:24,+6:42,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,51,DELNOIJE Remon,,9:22,9:31,9:39,9:35,,,,,,47:29,+6:47,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,52,HERRMANN Lukas,HEIZOMAT RADTEAM P/B HERRMANN,9:10,9:48,9:35,9:40,,,,,,47:32,+6:50,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,53,GAMBORG Jonas Posselt,,9:32,9:43,9:42,9:33,,,,,,47:34,+6:52,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,54,HARTER Luca,,9:07,9:36,9:52,9:39,,,,,,47:39,+6:57,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,55,KÖPSEL Jonas,PETER PANE NAGEL CX TEAM,9:28,9:51,9:36,9:35,,,,,,47:44,+7:02,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,56,SOMMER Lars,HEIZOMAT RADTEAM P/B HERRMANN,9:15,9:31,9:45,10:01,,,,,,47:49,+7:07,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,57,CLARK Tyler,,9:10,9:33,9:45,10:00,,,,,,48:09,+7:27,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,58,STROHMEYER Andrew,CXD TREK BIKES,8:46,9:36,9:48,10:16,,,,,,48:19,+7:37,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,59,OERTZEN Max Heiner,PETER PANE NAGEL CX TEAM,9:29,9:57,9:50,,,,,,,38:42,+6:20,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,60,RAUTZENBERG Robin,,9:36,9:45,9:56,,,,,,,38:47,+6:25,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,61,MARASCO Lorenzo,SEBMOTOBIKES CX TEAM,9:22,9:56,9:58,,,,,,,38:50,+6:28,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,62,OBERTEICHER Matteo,PETER PANE NAGEL CX TEAM,9:33,9:56,10:19,,,,,,,39:36,+7:14,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,63,HEIGL Philipp,,9:39,10:16,10:06,,,,,,,39:40,+7:18,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,64,GARNEK Ksawier,,9:18,10:27,10:02,,,,,,,39:42,+7:20,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,65,KING Carden,,9:40,10:06,10:12,,,,,,,39:52,+7:30,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,66,SOEJIMA Tatsuumi,,9:26,10:07,10:30,,,,,,,40:07,+7:45,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,67,SCOTT Cody,,9:41,10:20,10:31,,,,,,,40:23,+8:01,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,68,FERNANDEZ DE LA PEÑA AGUIRRE Beñat,,9:36,10:15,10:34,,,,,,,40:35,+8:13,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,69,ENDO Kosuke,OLANDA BASE/WATERSLEY,9:51,10:20,,,,,,,,30:30,+6:21,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,70,ODA Hijiri,OLANDA BASE/WATERSLEY,9:11,9:32,,,,,,,,30:28,+6:19,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,71,YUNOKI Shingen,,9:23,9:53,,,,,,,,31:24,+7:15,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,72,GLAJZA Ondrej,BRUVO DUKLA BRATISLAVA,10:04,10:53,,,,,,,,31:49,+7:40,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,73,STARK Filip,,10:03,11:20,,,,,,,,31:59,+7:50,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,74,KAJI Tetsuki,OLANDA BASE/WATERSLEY,10:25,11:05,,,,,,,,32:50,+8:41,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,75,CHANDLER Markus,,10:44,,,,,,,,,21:59,+6:03,0
UCI Cyclo-Cross World Cup #11 - Maasmechelen,25 Janvier 2025,BEL,DNF,RONHAAR Pim,BALOISE GLOWI LIONS,8:11,8:52,9:23,,,,,,,31:13,+3:08,0
